genus,species,id,latitude,longitude,locality
clitarchus,hookeri,clit-hook_71,-37.859867,175.53075,"Cambridge, Maungakawa Scenic Reserve"
clitarchus,hookeri,clit-hook_72,-37.520267,175.727317,"Mt Te Aroha, bottom of Summit Rd"
clitarchus,hookeri,clit-hook_73,-38.283333,175.666667,"Waipapa Scenic Reserve, Lake Waipapa"
clitarchus,hookeri,clit-hook_74,-37.811283,175.293733,"Hillcrest, Hamilton"
clitarchus,hookeri,clit-hook_75,-38.052533,174.863933,"SH31, 3 km E of Kawhia"
clitarchus,hookeri,clit-hook_76,-37.61051986,175.1545609,Hakarimata
clitarchus,hookeri,clit-hook_77,-37.42871268,175.7283339,Karangahake Gorge
clitarchus,hookeri,clit-hook_78,-37.544367,175.873283,"Katikati, Track at top of Lindeman Rd"
clitarchus,hookeri,clit-hook_79,-37.5048,175.869533,"Waitengaue Stm, Kaimai Ra"
clitarchus,hookeri,clit-hook_80,-38.100033,176.429267,"Lk Okataina, S end of Lk Okataina Rd, near lodge"
clitarchus,hookeri,clit-hook_81,-37.986717,176.18795,"Te Pu, Mamaku"
clitarchus,hookeri,clit-hook_82,-37.855267,176.974117,Moutohora Island
clitarchus,hookeri,clit-hook_83,-37.546717,178.105867,Omaruparoa
clitarchus,hookeri,clit-hook_84,-37.565583,178.040217,Rereauira
clitarchus,hookeri,clit-hook_85,-37.595233,178.320183,Te Koau
clitarchus,hookeri,clit-hook_86,-37.654033,178.29685,Karakatuwhero V.
clitarchus,hookeri,clit-hook_87,-37.591117,178.292333,Hicks Bay? East Cape
clitarchus,hookeri,clit-hook_88,-38.8163,177.1357,"Maori Track, Awaawaroa Strm, Lake Waikaremoana, Te Urewera Nat.Pak."
clitarchus,hookeri,clit-hook_89,-37.6064,178.313933,"Te Araroa Campground, East Cape"
clitarchus,hookeri,clit-hook_90,-37.6898,178.547267,"East Cape Lighthouse Trk, Otiki"
clitarchus,hookeri,clit-hook_91,-38.808,177.153833,"Lake Whakamarino, Lake Waikaremoana"
clitarchus,hookeri,clit-hook_92,-39.074283,177.128433,"Mohaka River, SH2 rest area"
clitarchus,hookeri,clit-hook_93,-38.8959,174.599167,"Summit of Mt Messenger, SH 3"
clitarchus,hookeri,clit-hook_94,-39.155183,174.699767,"Whangamomona Saddle, Awahou Ridge Track, top of saddle"
clitarchus,hookeri,clit-hook_95,-39.396167,176.314333,"Gentle Annie Rd, West of Kuripapango"
clitarchus,hookeri,clit-hook_96,-39.726933,175.08318,"Atene Skyline Tk, north entrance"
clitarchus,hookeri,clit-hook_97,-39.8495,175.123283,5.7 km N of Upokongaro
clitarchus,hookeri,clit-hook_98,-40.0828,175.906667,"Kahikatea walkway, Pohangina Valley"
clitarchus,hookeri,clit-hook_99,-40.22435,176.272033,Te Uri/Dannevirke
clitarchus,hookeri,clit-hook_100,-40.396317,176.237633,"4.7 km N of Waihi Valley Rd, on road from Waimiro to Waipatiki, Wairarapa"
clitarchus,hookeri,clit-hook_101,-40.559583,176.054583,"Puketoi Ra, Pahiatua-Pongaroa Rd, NE of Makuri, 6.7km N of road JCT in Makuri"
clitarchus,hookeri,clit-hook_102,-40.55995,176.405033,8.5 km N of Akitio Esplanade on Coast Rd
clitarchus,hookeri,clit-hook_103,-40.86075,175.872683,"Bideford, Waterfalls Rd"
clitarchus,hookeri,clit-hook_104,-40.865817,176.145333,"Tinui, 3 km E of junction of Castle Point Rd and Tinui Vly Rd"
clitarchus,hookeri,clit-hook_105,-40.900483,175.468167,"Donnelly's clearing, Mt Holdsworth"
clitarchus,hookeri,clit-hook_106,-40.993233,175.50235,"Fensham Scenic Reserve, Carterton"
clitarchus,hookeri,clit-hook_107,-41.028217,175.95685,Ngaumu State Forest
clitarchus,hookeri,clit-hook_108,-41.4497,175.240883,"Putangirua Pinnacles, Haurangi Mountains"
clitarchus,hookeri,clit-hook_109,-40.86,175.05,"Jacks Bush Rd, Waikanae"
clitarchus,hookeri,clit-hook_110,-41.274617,174.752133,"145 Creswick Tce, Northland, Wellington"
clitarchus,hookeri,clit-hook_111,-41.26715,174.757483,"Otari-Wiltons Bush, Wellington"
clitarchus,hookeri,clit-hook_112,-41.251233,174.9088,"Francis Bell Res, Pt Howard, Wellington"
clitarchus,hookeri,clit-hook_113,-41.0701,175.233617,"Smiths Creek Tk, Kaitoke, Rimutaka Forest Pk"
clitarchus,hookeri,clit-hook_114,-41.24735,174.794483,"Khandallah, Wellington"
clitarchus,hookeri,clit-hook_115,-41.297833,174.825533,Miramar Res.
clitarchus,hookeri,clit-hook_116,-41.25615,174.95395,"Wainui-o-mata, Wgtn"
clitarchus,hookeri,clit-hook_117,-41.3394,174.978883,"Orongorongo River Valley, Rimutaka State Forest Pk"
clitarchus,hookeri,clit-hook_118,-41.111817,173.66375,Okiwi Bay
clitarchus,hookeri,clit-hook_119,-40.838067,174.001,Trio Is (iii)
clitarchus,hookeri,clit-hook_120,-41.311667,173.292333,"Brook Motor Camp, Nelson"
clitarchus,hookeri,clit-hook_121,-41.3762,173.09905,"Brightwater, Nelson"
clitarchus,hookeri,clit-hook_122,-41.304717,173.223017,"Nelson, Monaco"
clitarchus,hookeri,clit-hook_123,-41.1569,173.418883,"Paremata Reserve, Delaware Bay, Waipuka Rivermouth"
clitarchus,hookeri,clit-hook_124,-42.286217,173.7304,"0.5 km S of carpark, Puhipuhi Scenic Reserve, Kaikoura"
clitarchus,hookeri,clit-hook_125,-42.336033,173.640633,"Mt Fyffe, Fyffe Palmer Scenic Reserve"
clitarchus,hookeri,clit-hook_126,-42.35145,173.567233,Mt Fyffe carpark
clitarchus,hookeri,clit-hook_127,-42.9428,173.247017,Napenape Scenic Reserve
clitarchus,hookeri,clit-hook_128,-43.63155,172.624767,"Kennedys Bush Scenic Reserve, Port Hills, Banks Peninsula"
clitarchus,hookeri,clit-hook_129,-43.8992,171.234033,Peel Forest
clitarchus,hookeri,clit-hook_130,-43.766367,172.7146,"Prices Valley, Banks Peninsula"
clitarchus,hookeri,clit-hook_131,-43.783233,172.834283,"Banks Peninsula, Okuti Scenic Reserve"
clitarchus,hookeri,clit-hook_132,-45.891683,170.451967,"Dunedin City Reservoir, Dunedin"
clitarchus,hookeri,clit-hook_133,-45.9298,170.0559,"Waipori Falls Rd, first picnic area"
clitarchus,hookeri,clit-hook_134,-35.2708,173.184167,"Herekino Nth Head, Rangikohu Rd, far end"
clitarchus,hookeri,clit-hook_135,-35.288533,174.087,Paihia
clitarchus,hookeri,clit-hook_136,-35.538583,173.383117,Omapere
clitarchus,hookeri,clit-hook_137,-35.612317,174.4851,"Brattys Bush Scenic Res, Tutukaka"
clitarchus,hookeri,clit-hook_138,-35.8493,174.53385,"Bream Head, Peach Cove Trk, Whangarei Heads"
clitarchus,hookeri,clit-hook_139,-36.038317,174.50765,"Brynderwyn Trk, East side from Waipu Cove"
clitarchus,hookeri,clit-hook_140,-35.5625,174.49945,Whale Bay
clitarchus,hookeri,clit-hook_141,-35.885193,174.12625,Tangihua Forest lodge
clitarchus,hookeri,clit-hook_142,-37.29505,176.260567,"Mayor Island, Panui pen. On track to Western Bay"
clitarchus,hookeri,clit-hook_143,-41.968117,173.983583,"Kekerenga Valley Rd Site 1, Kaikoura"
clitarchus,hookeri,clit-hook_144,-45.773017,170.574467,Dunedin
clitarchus,hookeri,clit-hook_145,-45.84685,170.657417,Portobello
clitarchus,hookeri,clit-hook_146,-43.756417,172.9718,Robinson Bay
clitarchus,hookeri,clit-hook_147,-42.272517,173.651433,Hapuku hut
clitarchus,hookeri,clit-hook_148,-40.553333,172.603033,Whanganui Inlet
clitarchus,hookeri,clit-hook_149,-41.026517,173.886667,Maud Island
clitarchus,hookeri,clit-hook_150,-41.16095,174.235317,Snake Point
clitarchus,hookeri,clit-hook_151,-41.177133,174.311083,Arapawa
clitarchus,hookeri,clit-hook_152,-40.4691,175.24745,Foxton
clitarchus,hookeri,clit-hook_153,-41.082317,175.355833,Featherston
clitarchus,hookeri,clit-hook_154,-39.673233,177.038317,Kidnappers
clitarchus,hookeri,clit-hook_155,-36.9751,175.843383,Pumpkin hill
niveaphasma,annulata,nive-annu_1,-43.021529,171.595373,"Bealey Bridge, start of Waimakariri Track, east of Arthurs Pass"
niveaphasma,annulata,nive-annu_2,-44.160288,170.226288,"Te Kohia I, Lake Pukaki"
niveaphasma,annulata,nive-annu_3,-44.5215,168.55447,Dart Hut
niveaphasma,annulata,nive-annu_4,-44.689708,169.16791,"Mount Iron, Wanaka"
niveaphasma,annulata,nive-annu_5,-44.875031,169.903908,"Falls Dam, Home Hills"
niveaphasma,annulata,nive-annu_6,-44.975789,169.05744,Pisa Range
niveaphasma,annulata,nive-annu_7,-45.004141,169.048173,Pisa Range
niveaphasma,annulata,nive-annu_8,-45.05572,169.13619,"Kawarau Gorge, near Cromwell"
niveaphasma,annulata,nive-annu_9,-45.059628,169.213405,Dunstan Mountains
niveaphasma,annulata,nive-annu_10,-45.059909,168.948768,"Mt Rosa, Hector Mtns"
niveaphasma,annulata,nive-annu_11,-45.082329,169.321441,Dunstan Mountains
niveaphasma,annulata,nive-annu_12,-45.11052,169.3089,Cromwell Gorge
niveaphasma,annulata,nive-annu_13,-45.1575,168.3994,"Nicholas Saddle, Eyre Mtns"
niveaphasma,annulata,nive-annu_14,-45.171536,169.019904,Carrick Range
niveaphasma,annulata,nive-annu_15,-45.258113,169.420161,"Little Valley Road, Alexandra"
niveaphasma,annulata,nive-annu_16,-45.40852,169.256388,"Old Man Range, Shingle Creek"
niveaphasma,annulata,nive-annu_17,-45.42839,169.26278,"Shingle Creek, Old Man Range"
niveaphasma,annulata,nive-annu_18,-45.536896,167.305727,"Lake Manapouri, West Arm, Wolfe Burn"
niveaphasma,annulata,nive-annu_19,-45.80152,170.502748,"Dunedin, Leith Saddle"
niveaphasma,annulata,nive-annu_20,-45.812051,169.819794,"Eastern end of Lammerlaw Ra, near Lake Mahinerangi"
niveaphasma,annulata,nive-annu_21,-45.873995,170.143676,Mt Maungatua
niveaphasma,annulata,nive-annu_22,-43.0336,171.7610667,Ridge east of Cass Field Station
niveaphasma,annulata,nive-annu_23,-43.03388333,171.7621,"Cass Field Station, Arthurs Pass"
niveaphasma,annulata,nive-annu_24,-43.73765,170.0965,"Start of Governors Bush Trk, Mt Cook Village"
niveaphasma,annulata,nive-annu_25,-44.249,169.79665,Lake Ohau Ski Field Rd
niveaphasma,annulata,nive-annu_26,-44.25595,169.8280333,"Lake Ohau roadside, Freehold Crk, Lake Ohau"
niveaphasma,annulata,nive-annu_27,-44.4908,168.77835,"Matukituki River, West Branch, near MacPherson Crk"
niveaphasma,annulata,nive-annu_28,-44.66473333,170.9727333,"Gunns Bush, Hunter Hills"
niveaphasma,annulata,nive-annu_29,-44.86666667,168.95,"Mt Cardona, Crown Range"
niveaphasma,annulata,nive-annu_30,-44.8947,168.084,"Roadside SH94, Cascade Crk, Eglinton River Valley"
niveaphasma,annulata,nive-annu_31,-44.89576667,168.0838667,"Cascade Creek, Eglinton Valley"
niveaphasma,annulata,nive-annu_32,-44.945,170.2366667,"Mount Buster, Little Kye Burn, Ida Range"
niveaphasma,annulata,nive-annu_33,-44.99221667,168.93945,Crown Range lookout
niveaphasma,annulata,nive-annu_34,-44.99236667,168.9396333,Lake Monowai Road
niveaphasma,annulata,nive-annu_35,-44.1071,169.8167,"Start of track along north branch of Temple Stream, north of Lk Ohau"
niveaphasma,annulata,nive-annu_36,-45.02958333,168.7858,"The Remarkables, Rastus Burn Rd"
niveaphasma,annulata,nive-annu_37,-45.15561,169.12819,"Carrick Ra, Nevis Rd"
niveaphasma,annulata,nive-annu_38,-45.18775,169.29855,"Clyde lookout, Earnscleugh River"
niveaphasma,annulata,nive-annu_39,-45.29183333,169.3446667,"Butchers Dam, Alexandra"
niveaphasma,annulata,nive-annu_40,-45.43391667,169.9404,"Taieri River, Rock and Pillar Range"
niveaphasma,annulata,nive-annu_41,-45.45715,170.4173,"Emerald Creek, Macraes Flat"
niveaphasma,annulata,nive-annu_42,-45.55356667,169.02035,"Piano Flat, Waikaia Bush"
niveaphasma,annulata,nive-annu_43,-45.5542,169.0189667,"Piano Flat, Waikaia Bush"
niveaphasma,annulata,nive-annu_44,-45.55436667,169.0186333,"Piano Flat, Waikaia Bush"
niveaphasma,annulata,nive-annu_45,-45.58423333,168.37365,"Five Rivers farm, Cromel Strm"
niveaphasma,annulata,nive-annu_46,-45.59436667,167.9515,"Princhester Hut, Takitimu Mountains"
niveaphasma,annulata,nive-annu_47,-45.72035,167.73575,"Windy Creek, Takitimu Mountains"
niveaphasma,annulata,nive-annu_48,-45.72166667,169.47,"Rigney, between Beaumont and Millers Flat"
niveaphasma,annulata,nive-annu_49,-45.08828333,169.33765,"Leaning Rock, Dunstan Mountains"
niveaphasma,annulata,nive-annu_50,-45.8451,170.5026833,"Dunedin Water Reservoir, Dunedin City"
niveaphasma,annulata,nive-annu_51,-45.88233333,170.5501833,"The Cove, Dunedin City"
niveaphasma,annulata,nive-annu_52,-45.90458333,169.9850333,Waipori Dam
niveaphasma,annulata,nive-annu_53,-45.92628333,170.0301333,"Waipori Falls, second picnic area"
niveaphasma,annulata,nive-annu_54,-45.92915,170.0551,"Waipori Falls, first picnic area"
niveaphasma,annulata,nive-annu_55,-45.95793333,169.4712833,"Beaumont-Rongahere Rd, Blue Mountains"
niveaphasma,annulata,nive-annu_56,-45.99021667,167.3832167,Lake Hauroko jetty
niveaphasma,annulata,nive-annu_57,-45.99701667,168.59185,Hokonui Hills
niveaphasma,annulata,nive-annu_58,-45.11666667,170.05,Kakanui Mountains
niveaphasma,annulata,nive-annu_59,-46.00406667,167.4068833,Road to Lake Hauroko
niveaphasma,annulata,nive-annu_60,-46.3519,167.8651,"Lake George, Colac Bay"
niveaphasma,annulata,nive-annu_61,-46.35366667,168.0074333,"Riverton Railway Bridge, Riverton"
niveaphasma,annulata,nive-annu_62,-46.41171667,169.2442667,"Maclennan Range, head of Tahakopa River, The Catlins"
niveaphasma,annulata,nive-annu_63,-46.43033333,168.4215333,Tisbury
niveaphasma,annulata,nive-annu_64,-46.44538333,169.8014833,"Roaring Bay, Nugget Point"
niveaphasma,annulata,nive-annu_65,-46.4732,168.2946167,"Sandy Point, Daffodil Bay"
niveaphasma,annulata,nive-annu_66,-46.06133333,168.82805,Dolamore Park
niveaphasma,annulata,nive-annu_67,-46.06565,168.8806667,"Croydon Bush, Hokonui Hills"
niveaphasma,annulata,nive-annu_68,-46.51893333,168.2523833,Omaui (Tony photo)
niveaphasma,annulata,nive-annu_69,-46.53523333,168.2539667,Three Sisters Hill (Tony photo)
niveaphasma,annulata,nive-annu_70,-46.54189,168.4672333,"Tiwai Pt Rd, Seaward Moss Reserve"
niveaphasma,annulata,nive-annu_71,-46.55251667,169.4732333,"Old Coach Rd, Papatowai"
niveaphasma,annulata,nive-annu_72,-46.57763333,169.4442,"Tautuku Bay Nature Walk, Catlins"
niveaphasma,annulata,nive-annu_73,-46.61196667,168.3499167,Bluff Hill (Tony photo)
niveaphasma,annulata,nive-annu_74,-46.13393333,168.6027833,"Dunsdale, Hokonui Hills"
tectarchus,salebrosus,tect-sale_1,-42.48413333,172.3902167,Dans Creek Lewis Pass
tectarchus,salebrosus,tect-sale_2,-42.5406,172.3631667,Lewis River
tectarchus,salebrosus,tect-sale_3,-42.55771667,172.3507167,"Doubtful Valley rest area, Lewis Pass"
tectarchus,salebrosus,tect-sale_4,-42.57088333,172.3652333,"Roadside, Rough Creek, SH7"
tectarchus,salebrosus,tect-sale_5,-42.5748,172.37305,"Poplars Fan, SH7"
tectarchus,salebrosus,tect-sale_6,-43.74948333,173.0167667,"Banks Peninsula, Otepotatu Reserve, Lavericks Peak "
tectarchus,salebrosus,tect-sale_7,-43.66108333,172.6245167,"Banks Peninsula, Coopers Knob"
tectarchus,salebrosus,tect-sale_8,-43.63101667,172.6244667,"Banks Peninsula, Kennedys Bush"
tectarchus,salebrosus,tect-sale_9,-42.23951667,173.7528667,Puhipuhi
tectarchus,salebrosus,tect-sale_10,-45.507995,170.570469,Mt Trotter
tectarchus,salebrosus,tect-sale_11,-42.32395,173.5928833,"Mt Fyffe Hut geocache, Kaikoura"
tectarchus,salebrosus,tect-sale_12,-42.05048333,173.4415,"Tone River, Inland Kaikoura Ra"
tectarchus,salebrosus,tect-sale_13,-43.524,172.6092833,Riccarton Bush
tectarchus,salebrosus,tect-sale_14,-42.47138333,172.823,Jacks Pass
tectarchus,salebrosus,tect-sale_15,-43.75683333,172.7313667,Prices Valley
tectarchus,salebrosus,tect-sale_16,-43.78351667,172.8339667,Okuti Valley
tectarchus,salebrosus,tect-sale_17,-43.81116667,173.0253667,Akaroa
tectarchus,salebrosus,tect-sale_18,-42.31676667,172.2646167,Lake Daniels Walkway
tectarchus,ovobessus,tect-ovob_1,-37.61175,175.1554167,"Hakarimata Ra, Kauri Loop Trk"
tectarchus,ovobessus,tect-ovob_2,-37.86666667,174.7833333,"Mt Karioi, Pirongia State Forest Pk, start of Waireke Track"
tectarchus,ovobessus,tect-ovob_3,-37.90781667,174.8967667,Bridal Veil Falls
tectarchus,ovobessus,tect-ovob_4,-38.47083333,175.5721667,"Track behind Pureora Lodge, Waitaramoa Rd, Pureora Forest"
tectarchus,ovobessus,tect-ovob_5,-38.73333333,177.0333333,"Puketukutuku Peninsula, Lk Waikaremoana"
tectarchus,ovobessus,tect-ovob_6,-38.7405,177.1638333,"Lk Waikareiti Tk, Lake Waikaremoana"
tectarchus,ovobessus,tect-ovob_7,-38.78296667,177.1357,"Maori Track, Awaawaroa Strm, Lake Waikaremoana"
tectarchus,ovobessus,tect-ovob_8,-38.90345,174.59405,Mt Messenger
tectarchus,ovobessus,tect-ovob_9,-39.15518333,174.6997667,"Whangamomona Saddle, Awahou Ridge Track, top of saddle"
tectarchus,ovobessus,tect-ovob_10,-39.19928333,175.9745667,"Pukeiti Lodge Bush, Egmont Nat. Park"
tectarchus,ovobessus,tect-ovob_11,-39.64478333,175.7101,"Paengaroa Scenic reserve, Mataroa, near Taihape"
tectarchus,ovobessus,tect-ovob_12,-41.02821667,175.95685,Ngaumu State Forest
tectarchus,ovobessus,tect-ovob_13,-37.53358333,175.7435167,Mt Te Aroha summit
tectarchus,ovobessus,tect-ovob_14,-38.2549,174.8633833,Piripiri Caves
tectarchus,ovobessus,tect-ovob_15,-38.41641667,174.7218667,"Whareorino Forest, Mangatoa Tk"
tectarchus,ovobessus,tect-ovob_16,-37.049,175.2536667,Waharau
tectarchus,ovobessus,tect-ovob_17,-40.42016667,176.03155,Waewaepa
tectarchus,ovobessus,tect-ovob_18,-40.574267,175.44935,Mangaore
tectarchus,ovobessus,tect-ovob_19,-39.39898333,175.4141167,Ohakune
tectarchus,ovobessus,tect-ovob_20,-39.79283333,176.0458333,Rangitane
tectarchus,ovobessus,tect-ovob_21,-39.961,176.0140167,Oroua
tectarchus,ovobessus,tect-ovob_22,-39.41295,176.4160667,Blowhard
tectarchus,ovobessus,tect-ovob_23,-37.27515,175.3272833,Waitakaruru
tectarchus,ovobessus,tect-ovob_24,-39.72693333,175.1386333,Atene
tectarchus,ovobessus,tect-ovob_25,-39.08865,174.1088667,Tupare
tectarchus,ovobessus,tect-ovob_26,-38.69681667,175.6752667,Waihaha Trk
tectarchus,ovobessus,tect-ovob_27,-39.32401667,174.10375,Dawson Falls
tectarchus,ovobessus,tect-ovob_28,-39.20095,175.5419167,Chateau TO
tectarchus,ovobessus,tect-ovob_29,-36.86438333,174.4726833,Matuku
tectarchus,huttoni,tect-hutt_1,-41.03306667,172.9077667,Riwaka Scenic Res.
tectarchus,huttoni,tect-hutt_2,-41.822,172.81185,"Paddys Trk, Lk Rotoiti"
tectarchus,huttoni,tect-hutt_3,-40.84788333,172.4490833,Browns hut
tectarchus,huttoni,tect-hutt_4,-42.1018,171.40155,Bullock Crk
tectarchus,huttoni,tect-hutt_5,-41.7551,171.8104833,Burnetts
tectarchus,huttoni,tect-hutt_6,-41.2719,173.9058667,Anakiwa
tectarchus,huttoni,tect-hutt_7,-40.99598333,175.3886,Waiohine Gorge
tectarchus,huttoni,tect-hutt_8,-41.11495,175.2283333,Rimutaka Summitt
tectarchus,huttoni,tect-hutt_9,-41.34795,174.9315167,Catchpool
tectarchus,huttoni,tect-hutt_10,-41.41026667,175.3646667,Waikuku
tectarchus,huttoni,tect-hutt_11,-41.08691667,174.1355,Mt Stokes
tectarchus,huttoni,tect-hutt_12,-40.94833333,175.1096167,Akatarawa
tectarchus,huttoni,tect-hutt_13,-40.86678333,175.2345667,Otaki
tectarchus,huttoni,tect-hutt_14,-40.9068,175.4738667,Holdsworth
tectarchus,huttoni,tect-hutt_15,-40.89538333,174.0855333,Chetwood
tectarchus,huttoni,tect-hutt_16,-40.849,174.9236333,Kapiti
tectarchus,huttoni,tect-hutt_17,-41.11449167,174.2791333,Long Island
tectarchus,huttoni,tect-hutt_18,-40.7097,172.3644833,Anatori River Valley
tectarchus,huttoni,tect-hutt_19,-41.28058333,174.9131,Eastbourne
tectarchus,huttoni,tect-hutt_20,-42.4297,171.2958833,Sewell Peak
tectarchus,huttoni,tect-hutt_21,-41.26745,174.75675,Wiltons Bush
tectarchus,huttoni,tect-hutt_22,-41.11088333,174.2255667,Resolution Bay
tectarchus,huttoni,tect-hutt_23,-41.29511667,174.7989333,Roseneath
tectarchus,huttoni,tect-hutt_24,-41.23533333,174.7922833,Braodmeadows
tectarchus,huttoni,tect-hutt_25,-41.3693,174.9427333,Orongorongo field station
tectarchus,huttoni,tect-hutt_26,-41.30118333,173.5715,Pelorus Bridge
asteliaphasma,nov. sp.,astel_sp_1,-34.40778307,173.0071831,North Cape Scientific Reserve
asteliaphasma,nov. sp.,astel_sp_2,-34.47249973,172.7644164,Kauri Bush Te Paki
asteliaphasma,nov. sp.,astel_sp_3,-34.49139973,172.8365164,"Kohuranaki, Te Paki"
asteliaphasma,naomi,astel_naomi_1,-34.79416659,173.1419439,Mt Camel
asteliaphasma,naomi,astel_naomi_2,-35.06913423,173.4440349,Paranui
asteliaphasma,naomi,astel_naomi_3,-34.9477164,173.544733,Whakaangi
asteliaphasma,naomi,astel_naomi_4,-35.12214973,173.5652664,"Fern Flat Rd, Otangaroa Forest"
asteliaphasma,naomi,astel_naomi_5,-35.16338307,173.2699497,"East Herekino, Kaitaia Walkway"
asteliaphasma,naomi,astel_naomi_6,-35.20879973,173.1992497,Herekino West
asteliaphasma,naomi,astel_naomi_7,-35.18999974,173.4556664,Mangamuka Gorge Walkway
asteliaphasma,naomi,astel_naomi_8,-35.19368307,173.480783,Mangamuka Gorge picnic area
asteliaphasma,naomi,astel_naomi_9,-35.7211664,173.6501664,Trounson Kauri Park
asteliaphasma,naomi,astel_naomi_10,-35.18589974,173.782233,"Puketi Forest, Manginangina Kauri Walk"
asteliaphasma,naomi,astel_naomi_11,-35.19223307,173.7331497,"Puketi Forest, Onekura Tk"
asteliaphasma,naomi,astel_naomi_12,-35.27558307,173.6857664,"Puketi Forest, Waipapa River Trk"
asteliaphasma,naomi,astel_naomi_13,-35.2086664,173.7971331,"Puketi Forest, Forestry HQ"
asteliaphasma,naomi,astel_naomi_14,-35.30194974,174.2335164,"Ngaiotonga Scenic Reserve, Kauri Grove"
asteliaphasma,naomi,astel_naomi_15,-35.3693164,173.2833664,Warawara Forest
asteliaphasma,naomi,astel_naomi_16,-35.65654974,173.5632664,"Waipoua Forest, Hill south of DoC Forest HQ"
asteliaphasma,naomi,astel_naomi_17,-35.85433307,174.577683,Bream Head
asteliaphasma,naomi,astel_naomi_18,-35.70926885,174.3319699,Dobbies Park
asteliaphasma,naomi,astel_naomi_19,-35.56227997,174.4992368,Whale Bay
asteliaphasma,naomi,astel_naomi_20,-35.70268668,174.2647129,"Pukenui, Whangarei"
asteliaphasma,naomi,astel_naomi_21,-35.32084974,174.0655997,"Opua Forest, Oromahoe Rd"
asteliaphasma,naomi,astel_naomi_22,-36.36083307,174.613333,"Dome Forest Walkway, north of Warkworth"
asteliaphasma,naomi,astel_naomi_23,-36.34516641,174.6141664,"Dome Forest, Waiwhu Rd"
asteliaphasma,naomi,astel_naomi_24,-36.45841641,174.467033,Mount Auckland
asteliaphasma,naomi,astel_naomi_25,-35.89374861,174.1365627,Tangihua
asteliaphasma,naomi,astel_naomi_26,-36.46988307,174.5981497,Moir Hill
asteliaphasma,naomi,astel_naomi_27,-36.94264975,174.475933,"Maungaroa Lookout Tk, Piha"
asteliaphasma,naomi,astel_naomi_28,-36.96609974,174.6117164,"Auckland, Parau Trk, Lower Nihotupu Reservoir"
asteliaphasma,naomi,astel_naomi_29,-36.86355808,174.4736803,Matuku
asteliaphasma,naomi,astel_naomi_30,-37.21833307,175.0266664,"Mt William Scenic Reserve, Kauri Track"
asteliaphasma,naomi,astel_naomi_31,-37.01734141,175.1452664,"Hunua, Ness Valley"
asteliaphasma,naomi,astel_naomi_32,-37.04899974,175.2536664,"Waharau Reg Park, Hunua Ranges"
asteliaphasma,naomi,astel_naomi_33,-36.20833307,175.0716664,"Little Barrier Island, Water Bottle Track"
asteliaphasma,naomi,astel_naomi_34,-36.21816641,175.0594497,"Little Barrier Island, Start of Valley Trk"
asteliaphasma,naomi,astel_naomi_35,-36.22083308,175.0616664,"Little Barrier Island, Shag Track"
asteliaphasma,naomi,astel_naomi_36,-36.29679503,175.5262977,"Great Barrier Island, Little Windy Hill"
asteliaphasma,naomi,astel_naomi_37,-36.98941641,175.5876664,"Start of Waiomu Walk, Coroglen-Tapu Rd, 10.9km East of Tapu"
asteliaphasma,naomi,astel_naomi_38,-37.61174974,175.1554164,"Hakarimata Ra, Kauri Loop Trk"
asteliaphasma,naomi,astel_naomi_39,-37.14856546,175.6734678,"Summit Kopu-Hikuai, Coromandel Range"
asteliaphasma,naomi,astel_naomi_40,-37.52141641,175.7305164,"Mt Te Aroha, Tui mine"
asteliaphasma,naomi,astel_naomi_41,-37.96798308,175.1521664,"Mt Pirongia, Mangakara Nature Walk"
asteliaphasma,naomi,astel_naomi_42,-37.90781641,174.8967664,Bridal Veil Falls
asteliaphasma,naomi,astel_naomi_43,-37.85078332,174.7814035,"Pirongia State Forest Pk, Mt Karioi, Waireke Track"
asteliaphasma,naomi,astel_naomi_44,-37.85983308,175.5306664,"Cambridge, Maungakawa Scenic Reserve"
asteliaphasma,naomi,astel_naomi_45,-37.54364974,175.8716164,"Kaimai Ra, Lindemann lookout, end of Lindemann Rd"
asteliaphasma,naomi,astel_naomi_46,-37.56284975,178.1522497,"Waenga Bush, Lottin Pt Rd"
asteliaphasma,naomi,astel_naomi_47,-37.59666641,175.8599997,"Katikati, Springs Rd, Tuahu Trk"
asteliaphasma,naomi,astel_naomi_48,-37.60636642,178.153883,"Waiaroho, East Cape"
asteliaphasma,naomi,astel_naomi_49,-37.67496641,175.9151164,"Katikati, Wrights Road, Aongatete Lodge"
asteliaphasma,naomi,astel_naomi_50,-38.78296641,177.1356997,"Te Urewera Natl. Pk, Lake Waikaremoana, Awaawaroa Stm, Maori Track"
asteliaphasma,naomi,astel_naomi_51,-38.51449974,175.5701664,"Pureora Forest, Caterpillar Tractor Track"
asteliaphasma,naomi,astel_naomi_52,-38.47083308,175.5721664,"Pureora Forest, Waitaramoa Rd, Track behind Pureora Lodge"
asteliaphasma,naomi,astel_naomi_53,-38.56644975,175.7177997,"Pureora Forest, Kakaho Stm, Rimu walk"
asteliaphasma,naomi,astel_naomi_54,-38.05048307,175.562283,Maungatautari
asteliaphasma,naomi,astel_naomi_55,-38.25898308,175.0226497,Waitomo
asteliaphasma,naomi,astel_naomi_56,-38.90345,174.59405,Mt Messenger
asteliaphasma,naomi,astel_naomi_57,-37.0063,174.9068667,Auckland Botanic Gardens
